,LEMMA,freq,POSTAG
3817086,Prati,35,SP
3817088,plus,35,S
3817125,plus,35,N
3817209,plus,35,SW
3817224,Neve,35,SP
3817225,Neve,35,VM
3817226,reame,35,S
3817244,Irvine,35,SP
3817248,feud,35,S
3817251,Robot,35,SP
3817253,Orto,35,SP
3817255,Debray,35,SP
3818009,Cave,35,SP
3818020,Adorno,35,SP
3818277,tango,35,S
3818571,Qing,35,SP
3818578,Monk,35,SP
3818592,June,35,SP
3818628,google,35,S
3818646,google,35,A
3818716,Expo,35,SP
3818719,Bird,35,SP
3818734,Banks,35,SP
3818740,Baden,35,SP
3818766,Perseo,35,SP
3818777,Orton,35,
3818778,doppia,35,S
3819549,Stand,35,SP
3819555,Nadia,35,SP
3819575,Gödel,35,SP
3820064,negro,35,S
3820065,negro,35,A
3820149,Cure,35,
3820150,libare,35,V
3820694,Kerry,35,SP
3820750,Agente,35,SP
3820752,Piece,35,SP
3820758,Nobile,35,SP
3820770,torio,35,S
3820891,colera,35,S
3820907,bike,35,A
3820909,bike,35,S
3820987,bike,35,DI
3820988,Ballo,35,
3820989,thrash,35,
3820990,Salt,35,SP
3821018,Panama,35,SP
3821063,Mode,35,SP
3821076,fasti,35,S
3821143,Chad,35,SP
3821224,Sogno,35,SP
3821232,papero,35,S
3821244,lodo,35,S
3821402,deriva,35,S
3821898,Ares,35,SP
3821909,View,35,SP
3821957,View,35,SW
3821986,prode,35,S
3821990,prode,35,A
3822408,Perla,35,SP
3822418,Moreno,35,SP
3822451,Block,35,SP
3822709,Vite,35,SP
3822717,Roses,35,S
3822718,Roses,35,SP
3822719,manu,35,S
3822720,manu,35,N
3822724,manu,35,A
3822731,Lois,35,SP
3822759,Glee,35,SP
3822777,Glee,35,A
3822863,Diane,35,SP
3822867,volata,35,S
3822958,sprint,35,S
3822972,sprint,35,A
3823014,iena,35,S
3823074,Comedy,35,SP
3823081,Smart,35,SP
3823397,Pisani,35,SP
3823407,Karima,35,SP
3823411,Karima,35,S
3823415,grato,35,A
3823502,Gaulle,35,SP
3823570,Futsal,35,
3823571,Duccio,35,SP
3823575,Duccio,35,S
3823586,pineta,34,S
3823642,mister,34,SW
3823788,Helena,34,SP
3823803,Prison,34,SP
3823804,Prison,34,SW
3823850,Prison,34,S
3823891,Prison,34,SA
3823907,Gamma,34,SP
3823925,Ecce,34,SP
3823928,Codex,34,SP
3823942,Bosch,34,SP
3823996,Algeri,34,SP
3824017,Otello,34,SP
3824136,Nola,34,SP
3824152,Health,34,S
3824153,Health,34,SP
3824186,Negri,34,SP
3824217,malese,34,A
3824221,malese,34,S
3824270,Made,34,SP
3824280,Made,34,S
3824287,Made,34,V
3824350,Avanti,34,SP
3824355,Studiò,34,V
3824356,Omega,34,SP
3824367,arcade,34,S
3824368,arcade,34,A
3824381,Abbey,34,SP
3824394,Trophy,34,SP
3824419,López,34,SP
3824457,Fury,34,SP
3824498,Fasano,34,SP
3824524,alla,34,SP
3824526,Monkey,34,SP
3824534,Delhi,34,SP
3824536,Delhi,34,S
3824570,Buono,34,SP
3824602,indoor,34,A
3824615,indoor,34,S
3824616,Harley,34,SP
3824914,foca,34,S
3824934,ferreo,34,A
3824992,Erode,34,
3824993,Deejay,34,SP
3825002,Assia,34,
3825003,Alpino,34,SP
3825016,XXII,34,NO
3825042,tappo,34,S
3825133,Saab,34,SP
3825134,Saab,34,I
3825355,Saab,34,V
3825471,Nigel,34,SP
3825488,draft,34,S
3825492,Carafa,34,SP
3825498,Carafa,34,V
3825499,Atlas,34,SP
3825554,arpa,34,S
3825621,Sinai,34,SP
3825683,Sarno,34,SP
3825703,diodo,34,S
3825806,Bonino,34,SP
3825893,siepe,34,S
3825941,SHOW,34,
3825942,issare,34,V
3825992,Iris,34,SP
3825999,Dune,34,SP
3826000,Atom,34,SP
3826246,Atom,34,S
3826256,Atom,34,I
3826257,Lion,34,SP
3826283,Calvi,34,SP
3826287,tifare,34,V
3826380,texano,34,S
3826382,texano,34,A
3826410,Sawyer,34,SP
3826497,mons,34,S
3826512,Gould,34,SP
3826760,Gould,34,S
3826773,eremo,34,S
3826788,dosso,34,S
3826919,Anders,34,SP
3827180,tumulo,34,S
3827192,Saiyan,34,
3827193,Rizzo,34,SP
3827198,Lana,34,SP
3827207,gancio,34,S
3827286,Beck,34,SP
3827384,wave,34,N
3827385,wave,34,S
3827401,wave,34,A
3827403,Titolo,34,SP
3827413,Percy,34,SP
3827433,Mino,34,SP
3827435,Guidi,34,I
3827436,Guidi,34,SP
3827440,Darth,34,SP
3827449,mozzo,34,S
3827710,mozzo,34,A
3827746,Flight,34,SP
3827796,faggio,34,S
3827814,Rino,34,SP
3827847,esile,34,A
3827908,bikini,34,S
3827927,Vela,34,SP
3827929,Rhodes,34,SP
3827937,last,34,S
3828053,last,34,SW
3828061,Largo,34,SP
3828098,alibi,34,S
3828199,Viceré,34,SP
3828200,Viceré,34,CS
3828202,Viceré,34,CC
3828204,duale,34,A
3828251,cumulo,34,S
3828347,Bayer,34,SP
3828365,suam,34,S
3828369,Shah,34,SP
3828394,scampo,34,S
3828475,palmo,34,S
3828571,Carpi,34,SP
3828580,Alfano,34,SP
3828582,Alfano,34,I
3828585,Alfano,34,V
3828602,Alfano,34,A
3828668,Alfano,34,S
3828708,PROVA,34,
3828709,panna,34,S
3828798,Erasmo,34,I
3828799,Erasmo,34,SP
3828800,Erasmo,34,N
3828802,Erasmo,34,CS
3828804,soma,34,S
3828924,Dolby,34,SP
3828928,Dolby,34,I
3828939,torcia,33,S
3828972,gallo,33,S
3829004,Epoca,33,SP
3829007,Boldi,33,SP
3829024,Teddy,33,SP
3829131,Suez,33,SP
3829197,Spazio,33,SP
3829229,Sergej,33,SP
3829236,Sergej,33,PC
3829245,Petra,33,SP
3829435,Nature,33,SP
3829450,Manara,33,SP
3829615,Lupin,33,SP
3829689,falce,33,S
3829738,esuli,33,S
3829745,esuli,33,A
3829755,Jung,33,SP
3829785,Viktor,33,SP
3829815,remo,33,S
3829921,Clash,33,SP
3829933,After,33,SP
3829950,After,33,S
3829956,Yahoo,33,S
3829957,Yahoo,33,SP
3829987,Yahoo,33,I
3830022,Urano,33,SP
3830036,Porter,33,SP
3830068,Olbia,33,SP
3830078,filare,33,V
3830254,Dire,33,SP
3830256,Candy,33,SP
3830283,Boca,33,SP
3830296,volt,33,S
3830384,Rubens,33,SP
3830404,Nicea,33,SP
3830417,etiope,33,A
3830423,etiope,33,S
3830543,cost,33,S
3830614,cost,33,B
3830630,Corti,33,SP
3830639,Chang,33,SP
3830663,Alpe,33,SP
3830664,ADSL,33,S
3830666,ADSL,33,EA
3830668,ADSL,33,A
3830688,ADSL,33,PC
3830702,ADSL,33,CC
3830710,ADSL,33,SP
3830711,ADSL,33,N
3830719,ADSL,33,B
3830738,cute,33,S
3830766,Brecht,33,SP
3831024,Willis,33,SP
3831059,Riley,33,SP
3831086,inerme,33,A
3831154,Amon,33,SP
3831155,Marcos,33,SP
3831228,Gore,33,SP
3831239,gens,33,S
3831248,africo,33,A
3831684,Niger,33,SP
3831705,Diesel,33,SP
3831706,Diesel,33,S
3831731,SPAL,33,
3831732,Macchi,33,SP
3831846,Dani,33,SP
3832068,sigaro,33,S
3832108,prole,33,S
3832147,pinyin,33,S
3832150,Legend,33,SP
3832169,Serio,33,SP
3832201,Satira,33,SP
3832202,mega,33,S
3832204,mega,33,N
3832205,mega,33,A
3832310,Laurie,33,SP
3832388,Cuzco,33,SP
3832389,story,33,S
3832467,infame,33,A
3832596,Guitar,33,SP
3832603,Faith,33,SP
3832627,Dame,33,SP
3832632,chart,33,S
3832640,Zhang,33,SP
3832645,Volume,33,SP
3832648,tonico,33,A
3832690,gadget,33,S
3832701,gadget,33,RD
3832774,Fish,33,SP
3832792,Canyon,33,SP
3832795,Burt,33,SP
3832805,Zenone,33,SP
3832824,Liguri,33,SP
3832825,Casino,33,SP
3832829,Again,33,SP
3832837,Again,33,I
3832843,Again,33,S
3832852,Utri,33,SP
3832997,full,33,SW
3833112,DRAGON,33,SP
3833114,cotta,33,S
3833191,Amalia,33,SP
3833201,valzer,33,SW
3833236,valzer,33,S
3833240,spugna,33,S
3833313,saturo,33,A
3833370,Mafia,33,SP
3833371,fisco,33,S
3833457,Ariete,33,SP
3833513,Nani,33,SP
3833518,meum,33,
3833519,Herman,33,SP
3833533,Guzzi,33,SP
3833539,rude,33,A
3833592,Oasis,33,SP
3833605,Hobbit,33,SP
3833609,Hobbit,33,I
3833612,Hobbit,33,S
3833615,del',33,EA
3833618,del',33,S
3833626,del',33,SA
3833627,del',33,A
3833665,Bree,33,SP
3833795,Reali,33,SP
3833802,Linus,33,SP
3833845,Dacia,33,SP
3833849,avaro,33,A
3833851,avaro,33,S
3833883,Arafat,33,SP
3833921,Poker,32,SP
3833924,panino,32,S
3834036,Naval,32,SP
3834137,Cala,32,SP
3834138,Sant,32,SP
3834153,Know,32,SP
3834166,Know,32,S
3834168,gliene,32,PC
3834310,Clio,32,SP
3834634,Apache,32,SP
3834714,Urban,32,SP
3834777,TUOI,32,
3834778,solere,32,V
3834802,solere,32,VM
3834821,work,32,S
3834881,work,32,SW
3835134,Spears,32,SP
3835194,rotto,32,A
3835196,rotto,32,S
3835348,Liam,32,SP
3835409,ictus,32,S
3835454,grana,32,S
3835540,Gerald,32,SP
3835559,Fanny,32,SP
3835698,Beauty,32,SP
3835714,Mini,32,SP
3835744,Luther,32,SP
3835778,lesivo,32,A
3836078,Domine,32,SP
3836081,ruvido,32,A
3836125,Have,32,SP
3836128,Have,32,S
3836139,Have,32,A
3836146,Greta,32,SP
3836408,then,32,SW
3836410,then,32,S
3836468,then,32,VA
3836470,then,32,V
3836485,then,32,A
3836511,Tell,32,SP
3836524,Ruth,32,SP
3836541,Tunisi,32,SP
3836560,Trevor,32,SP
3836629,pigro,32,A
3836650,pigro,32,B
3836715,parsec,32,SW
3836723,Medusa,32,SP
3836727,Isabel,32,SP
3836750,Fermi,32,SP
3836758,Elliot,32,SP
3836782,diva,32,S
3836814,Cisl,32,SP
3836882,Sting,32,SP
3836894,Rivera,32,SP
3836927,Qatar,32,SP
3836970,Lauro,32,SP
3836985,dogana,32,S
3837042,telo,32,S
3837089,sig.,32,SA
3837228,Opere,32,SP
3837238,calvo,32,A
3837615,Oswald,32,SP
3837628,nomen,32,S
3837632,nomen,32,SW
3837648,erboso,32,A
3837671,Serge,32,SP
3837938,Scarpa,32,SP
3837953,rapace,32,A
3837955,rapace,32,S
3837986,Neal,32,SP
3838016,Medico,32,SP
3838019,Madama,32,SP
3838032,Dalai,32,SP
3838065,attico,32,S
3838098,arcano,32,A
3838099,arcano,32,S
3838144,Yoga,32,SP
3838146,Yoga,32,S
3838157,Spider,32,SP
3838161,Spider,32,S
3838192,Spider,32,CS
3838267,Spider,32,E
3838294,Sestri,32,SP
3838300,Mount,32,SP
3838337,Giobbe,32,SP
3838586,Fidel,32,SP
3838667,coram,32,S
3838670,BALL,32,S
3838671,Unni,32,SP
3838681,Peyton,32,SP
3838737,orzo,32,S
3838775,name,32,S
3838797,name,32,V
3838808,name,32,A
3838863,down,32,S
3838942,down,32,N
3838944,down,32,SW
3838951,down,32,B
3838954,down,32,DI
3838959,Sofri,32,SP
3839231,Ronnie,32,SP
3839249,Prize,32,SP
3839259,nuca,32,S
3839305,Mayer,32,SP
3839361,Main,32,SP
3839376,Circo,32,
3839377,Circle,32,SP
3839385,Parisi,32,SP
3839555,Slayer,32,
3839556,Segni,32,SP
3839564,Khmer,32,SP
3839571,Geova,32,SP
3839608,Bona,32,SP
3839670,Ateneo,32,SP
3839677,Aperto,32,SP
3839681,nova,32,S
3839758,nevoso,32,A
3839783,Doctor,32,SP
3839790,Doctor,32,S
3839797,Bloch,32,SP
3840090,Asimov,32,SP
3840094,Strike,32,SP
3840125,Rush,32,
3840126,Ponti,32,SP
3840136,Pesca,32,SP
3840144,Minor,32,SP
3840269,Kirby,32,SP
3840294,prof,32,S
3840305,prof,32,A
3840312,prof,32,B
3840345,prof,32,RD
3840379,prof,32,SW
3840422,prof,32,SP
3840426,maya,32,A
3840444,maya,32,S
3840469,Florio,32,SP
3840486,blitz,32,SW
3840610,blitz,32,S
3840623,Orion,32,SP
3840699,high,32,S
3840702,high,32,I
3840704,high,32,SW
3840709,Giorgi,32,SP
3840852,gen.,32,SA
3840888,cecità,32,S
3840925,Audio,32,SP
3840937,atollo,32,S
3840944,Hyde,32,SP
3840947,Hyde,32,V
3840950,Hyde,32,S
3840961,Gondor,32,
3840962,Glen,32,SP
3840986,fido,32,S
3841022,fido,32,A
3841141,estone,32,S
3841146,Volpi,31,SP
3841244,spora,31,S
3841249,slitta,31,S
3841283,baby,31,A
3841292,baby,31,S
3841445,Ossola,31,SP
3841644,make,31,S
3841737,make,31,DI
3841739,make,31,A
3841741,make,31,B
3841761,make,31,V
3841777,Haley,31,SP
3841829,Oliva,31,SP
3841842,Noel,31,SP
3841847,lett.,31,SA
3841870,cuffia,31,S
3841930,Adler,31,SP
3841987,karate,31,SW
3841997,Hammer,31,SP
3842034,Gogh,31,SP
3842082,falla,31,S
3842157,tatto,31,S
3842235,stazza,31,S
3842331,snodo,31,S
3842373,cloro,31,S
3842443,cauto,31,A
3842452,cauto,31,B
3842507,vanità,31,S
3842539,Mimmo,31,SP
3842587,Merano,31,SP
3842595,galea,31,S
3842600,Tivoli,31,SP
3842626,scemo,31,S
3842629,scemo,31,A
3842783,Metro,31,SP
3842787,Bagno,31,SP
3842793,Vegeta,31,SP
3842794,Pain,31,SP
3842798,monito,31,S
3842878,loop,31,S
3842922,Gubbio,31,SP
3842931,Gilles,31,SP
3842948,epopea,31,S
3843020,Chance,31,SP
3843022,Tang,31,SP
3843028,Savage,31,SP
3843035,razzia,31,S
3843050,Martín,31,SP
3843056,malore,31,S
3843187,lord,31,SW
3843241,Judy,31,SP
3843277,fidato,31,A
3843330,factor,31,S
3843339,Rich,31,SP
3843374,Orson,31,SP
3843445,gambo,31,S
3843469,decano,31,S
3843486,Attila,31,SP
3843491,Tempi,31,SP
3843513,squama,31,S
3843519,real,31,S
3843521,real,31,EA
3843553,real,31,A
3843562,Karma,31,S
3843563,Karma,31,SP
3843644,legni,31,S
3843689,Canone,31,SP
3843692,Snake,31,SP
3843693,Sartre,31,SP
3843697,Sartre,31,V
3843698,Sartre,31,CS
3843963,Close,31,SP
3844144,Tigre,31,SP
3844165,Tigre,31,V
3844180,Tigre,31,B
3844194,rodere,31,V
3844616,opus,31,S
3844620,Negro,31,SP
3844694,Mill,31,SP
3844955,Ballet,31,SP
3844960,ambo,31,S
3844967,ambo,31,A
3845006,roma,31,S
3845007,Ocean,31,SP
3845036,Graal,31,SP
3845043,fonema,31,S
3845052,Fiamma,31,SP
3845067,fava,31,S
3845381,Corsa,31,SP
3845461,Cara,31,SP
3845463,Angle,31,SP
3845465,Vogue,31,SP
3845480,Ultimo,31,SP
3845488,Subaru,31,SP
3845501,Subaru,31,E
3845527,Subaru,31,PC
3845546,Subaru,31,CS
3845575,assale,31,S
3845679,Hubble,31,SP
3845693,cocco,31,S
3845736,Starr,31,SP
3845740,Volga,31,SP
3845745,Urbe,31,SP
3845755,Touch,31,SP
3845777,selva,31,S
3845853,Search,31,SP
3845858,Search,31,S
3845873,Search,31,I
3845879,Search,31,CS
3845892,Mali,31,SP
3845905,emiro,31,S
3845912,Rota,31,SP
3845930,gallio,31,S
3846214,Crucis,31,SP
3846237,Altare,31,SP
3846239,Ville,31,SP
3846241,Pope,31,SP
3846244,porco,30,A
3846245,porco,30,S
3846376,murale,30,S
3846378,murale,30,A
3846406,Lerner,30,SP
3846660,Billie,30,SP
3846664,Arcuri,30,SP
3846902,Snow,30,SP
3846937,peloso,30,A
3846969,Heat,30,SP
3846972,Desert,30,SP
3847094,calza,30,S
3847155,Benny,30,SP
3847175,Albino,30,SP
3847198,Woods,30,SP
3847241,Konoha,30,
3847242,Grado,30,SP
3847250,food,30,S
3847325,food,30,SW
3847332,Rouen,30,SP
3847338,Opus,30,SP
3847354,Iowa,30,SP
3847421,Adobe,30,SP
3847438,Ruini,30,SP
3847478,Laos,30,S
3847479,Laos,30,SP
3847505,Hayden,30,SP
3847559,aratro,30,S
3847790,zuppa,30,S
3847837,ultras,30,S
3847848,ultras,30,N
3847875,ultras,30,SA
3847898,ultras,30,VA
3847912,ultras,30,A
3847947,Sugar,30,SP
3847954,Plan,30,SP
3848010,Koch,30,SP
3848041,Double,30,SP
3848062,Double,30,RD
3848075,Disc,30,SP
3848077,Cerro,30,SP
3848079,artt.,30,SA
3848204,Arca,30,SP
3848210,Sante,30,SP
3848220,Muse,30,SP
3848233,Marty,30,SP
3848246,Kyoto,30,SP
3848248,Kyoto,30,V
3848256,Kyoto,30,S
3848307,Teen,30,SP
3848311,Teen,30,SA
3848324,savana,30,S
3848344,pezza,30,S
3848407,Pavel,30,SP
3848450,Jill,30,SP
3848633,fogna,30,S
3848709,Airbus,30,SP
3848728,Shop,30,SP
3848754,Queens,30,SP
3848772,Pari,30,SP
3848777,Eneide,30,SP
3848795,canoa,30,S
3848815,penoso,30,A
3848878,penoso,30,B
3848908,islam,30,S
3849068,Ilario,30,SP
3849079,Fiona,30,SP
3849322,Epiro,30,SP
3849329,Deum,30,SP
3849333,Anakin,30,SP
3849336,varie,30,S
3849371,Mega,30,SP
3849378,Vasto,30,SP
3849380,Truman,30,SP
3849405,report,30,S
3849456,report,30,VA
3849493,illi,30,
3849494,eccome,30,B
3849620,Catone,30,SP
3849628,Willie,30,SP
3849637,Vicino,30,SP
3849645,Strade,30,SP
3849646,Richie,30,SP
3849650,Mirko,30,SP
3849724,Faust,30,SP
3849727,Digos,30,SP
3849824,puzzle,30,SW
3849867,Pepe,30,SP
3849930,Living,30,S
3849931,Living,30,SP
3849934,Hanna,30,SP
3849946,Duce,30,SP
3849949,Duce,30,S
3849956,tandem,30,S
3850071,Shane,30,SP
3850103,sdegno,30,S
3850159,grinta,30,S
3850244,Glass,30,SP
3850250,Gente,30,SP
3850251,ciuffo,30,S
3850281,barese,30,A
3850299,barese,30,S
3850324,Alvaro,30,SP
3850400,sadico,30,A
3850405,sadico,30,S
3850459,Gaber,30,SP
3850729,Clint,30,SP
3850746,cavia,30,S
3850788,Alexis,30,SP
3850887,Maroni,30,SP
3850979,ittita,30,S
3850981,ittita,30,A
3850982,Com',30,SP
3851010,boero,30,S
3851011,Adele,30,SP
3851180,volley,30,S
3851191,volley,30,V
3851200,stereo,30,A
3851201,stereo,30,S
3851222,stereo,30,CS
3851269,Source,30,SP
3851274,Source,30,V
3851275,Source,30,S
3851345,Longhi,30,SP
3851375,Gruppi,30,SP
3851441,Face,30,SP
3851459,Eddy,30,SP
3851481,bruto,30,A
3851483,bruto,30,S
3851557,Bruni,30,SP
3851590,Avatar,30,SP
3851615,Suite,30,SP
3851620,Stage,30,SP
3851621,sciame,30,S
3851671,sanare,30,V
3851749,roseo,30,A
3851825,road,30,S
3851880,road,30,SW
3851883,cent,30,S
3851910,Vero,30,SP
3851981,Sylar,30,SP
3851994,Sylar,30,S
3852029,model,30,SW
3852030,model,30,S
3852057,model,30,SA
3852073,model,30,A
3852085,model,30,EA
3852090,dies,30,S
3852098,dies,30,SW
3852113,Sacre,30,SP
3852127,Karate,30,
3852128,grembo,30,S
3852175,covare,30,V
3852206,Byron,30,SP
3852222,Russi,30,SP
3852280,rupe,30,S
3852297,Rione,30,
3852298,Reid,30,SP
3852373,quand',30,S
3852375,quand',30,DD
3852391,quand',30,CS
3852397,quand',30,PD
3852403,quand',30,PP
3852409,quand',30,PC
3852423,quand',30,FB
3852424,quand',30,EA
3852425,quand',30,B
3852427,quand',30,A
3852428,quand',30,N
3852448,Lars,30,SP
3852484,body,30,SW
3852554,Norma,29,SP
3852555,Gneo,29,SP
3852561,Acri,29,SP
3852565,gioire,29,V
3852651,Damon,29,SP
3852676,Brien,29,SP
3852721,asma,29,S
3852757,Lauda,29,
3852758,ladino,29,S
3852759,ladino,29,A
3852789,bibbia,29,S
3853128,Short,29,SP
3853154,Quinn,29,SP
3853204,nitido,29,A
3853216,nitido,29,B
3853268,Misto,29,SP
3853272,maria,29,A
3853273,maria,29,S
3853276,Eugène,29,SP
3853278,Buffon,29,SP
3853358,Buffon,29,I
3853465,Panini,29,SP
3853466,Lascia,29,SP
3853474,ipse,29,S
3853479,ipse,29,A
3853480,Emil,29,SP
3853501,spiga,29,S
3853533,quem,29,S
3853534,quem,29,SW
3853539,Norton,29,SP
3853565,Nation,29,SP
3853577,Manson,29,SP
3853586,Irving,29,SP
3853605,funk,29,S
3853620,Coco,29,S
3853621,Coco,29,SP
3853665,Coco,29,B
3853692,Tosca,29,SP
3853729,place,29,S
3853731,place,29,V
3853761,place,29,A
3853800,Messia,29,SP
3853804,glabro,29,A
3853811,Bova,29,SP
3853963,Banfi,29,SP
3853979,Sopra,29,SP
3853990,Servi,29,
3853991,pegno,29,S
3854030,Caio,29,SP
3854092,Yuan,29,SP
3854103,tuono,29,S
3854147,Tempo,29,SP
3854149,suon,29,S
3854225,Mayo,29,SP
3854231,Mayo,29,S
3854256,Hokage,29,
3854257,Albani,29,SP
3854271,udito,29,S
3854318,Orda,29,
3854319,Rights,29,SP
3854328,Rights,29,S
3854357,reni,29,S
3854376,Giudea,29,SP
3854381,carlo,29,
3854382,Araba,29,SP
3854394,stacco,29,S
3854443,quarzo,29,S
3854473,Pisanu,29,SP
3854479,Pisanu,29,B
3854487,Pisanu,29,CS
3854496,Pisanu,29,I
3854517,Pisanu,29,A
3854585,Mexico,29,SP
3854627,Kids,29,SP
3854637,Karin,29,SP
3854684,into,29,S
3854716,into,29,A
3854734,into,29,V
3854746,giogo,29,S
3854769,Avana,29,SP
3854777,Venti,29,SP
3854782,Shell,29,SP
3854854,Sancti,29,SP
3854857,Round,29,
3854858,plebeo,29,A
3854861,plebeo,29,S
3854892,Marley,29,SP
3854900,magma,29,S
3854913,Foglia,29,SP
3854914,carota,29,S
3854958,when,29,S
3854977,when,29,SW
3855031,when,29,A
3855065,when,29,V
3855066,when,29,DI
3855071,Verga,29,SP
3855077,Juliet,29,SP
3855166,Goblin,29,SP
3855184,Axel,29,SP
3855199,Armi,29,SP
3855230,Peppe,29,SP
3855252,Peppe,29,V
3855440,green,29,SW
3855555,fato,29,S
3855599,Away,29,SP
3855608,terrae,29,S
3855609,terrae,29,V
3855615,saio,29,S
3856073,Body,29,SP
3856077,Scanu,29,SP
3856080,Niki,29,SP
3856105,Lidia,29,SP
3856174,ledere,29,V
3856278,Harbor,29,SP
3856284,Gwen,29,SP
3856315,canyon,29,SW
3856332,Avorio,29,SP
3856343,Rodano,29,SP
3856349,ricamo,29,S
3856376,prego,29,S
3856860,palato,29,S
3856929,novo,29,S
3856949,novo,29,A
3856952,novo,29,V
3856964,Hello,29,SP
3857008,Hello,29,PD
3857009,Hello,29,EA
3857032,Gemma,29,SP
3857045,colei,29,S
3857046,colei,29,V
3857053,colei,29,PD
3857107,colei,29,PE
3857111,polpa,29,S
3857140,Nunzio,29,SP
3857143,España,29,SP
3857145,España,29,S
3857152,Clive,29,SP
3857159,blando,29,A
3857167,blando,29,B
3857224,Zola,29,SP
3857240,Stormo,29,SP
3857299,Sposò,29,SP
3857301,scarno,29,A
3857356,Regni,29,SP
3857360,ovulo,29,S
3857385,number,29,S
3857432,Lambro,29,SP
3857460,Ivano,29,SP
3857521,Baroni,29,SP
3857523,Tenco,29,SP
3857537,impeto,29,S
3857600,Draft,29,SP
3857601,Tokio,29,SP
3857651,switch,29,A
3857655,switch,29,V
3857656,switch,29,CS
3857659,switch,29,CC
3857660,switch,29,S
3857678,switch,29,SW
3857688,switch,29,I
3857737,Right,29,SP
3857751,Judith,29,SP
3858036,cyborg,29,S
3858041,Cosma,29,SP
3858043,armena,29,S
3858044,armena,29,A
3858066,raso,29,A
3858067,raso,29,S
3858112,oppio,29,S
3858148,Luthor,29,SP
3858158,Lincei,29,SP
3858161,Gauss,29,SP
3858216,Class,29,SP
3858264,Barack,29,SP
3858343,zaino,28,S
3858424,Trust,28,SP
3858438,sbirro,28,S
3858535,Rosi,28,SP
3858784,Romero,28,SP
3858822,Oddone,28,SP
3858824,Loira,28,SP
3858829,light,28,S
3858870,light,28,SW
3858880,Front,28,SP
3858887,Front,28,S
3858902,Chirac,28,SP
3859000,ipogeo,28,S
3859003,Gibbs,28,SP
3859077,Gibbs,28,I
3859120,Tronto,28,SP
3859127,salume,28,S
3859166,regis,28,
3859167,neque,28,DI
3859170,neque,28,N
3859175,Landi,28,SP
3859202,Landi,28,I
3859213,hits,28,S
3859217,Hagen,28,SP
3859533,girato,28,A
3859534,girato,28,S
3859591,Chan,28,SP
3859598,bilico,28,S
3859672,RANGER,28,SP
3859673,putto,28,S
3859676,Jose,28,SP
3859711,Hector,28,SP
3859720,Gerard,28,SP
3859729,Cash,28,
3859730,Autori,28,SP
3859754,Rider,28,
3859755,mitra,28,S
3859857,João,28,SP
3859863,Izzo,28,SP
3859901,Izzo,28,B
3859907,Alias,28,SP
3859908,Poli,28,SP
3859942,Pilato,28,SP
3859956,Marchi,28,SP
3860033,fiasco,28,S
3860078,Sabre,28,SP
3860081,Sabre,28,S
3860126,Sabre,28,B
3860311,OMRI,28,
3860312,Name,28,SP
3860323,GmbH,28,N
3860355,GmbH,28,S
3860356,GmbH,28,SP
3860358,fumble,28,
3860359,Opéra,28,SP
3860362,Jump,28,SP
3860366,Jump,28,S
3860385,Fast,28,SP
3860411,Cosmos,28,SP
3860416,Asso,28,SP
3860424,veglia,28,S
3860463,Travis,28,SP
3860480,somalo,28,A
3860481,somalo,28,S
3860571,Piton,28,SP
3860758,Piton,28,S
3860763,Piton,28,DI
3860770,Piton,28,N
3860786,Piton,28,V
3860889,Musée,28,SP
3860901,week,28,S
3860909,week,28,SW
3860931,week,28,A
3860984,week,28,SA
3860989,Ripa,28,SP
3860995,foggia,28,S
3861143,cuneo,28,S
3861238,Bilbao,28,SP
3861253,VUOL,28,
3861254,Riina,28,SP
3861322,ratio,28,S
3861342,ratio,28,SW
3861380,ratio,28,A
3861386,Part,28,SP
3861405,Ionio,28,SP
3861409,calata,28,S
3861478,Arles,28,SP
3861481,yacht,28,SW
3861511,yacht,28,S
3861523,Spina,28,SP
3861530,quoque,28,S
3861532,Passò,28,V
3861534,Passò,28,SP
3861539,Masi,28,SP
3861545,Kimi,28,SP
3861574,Joker,28,SP
3861575,illis,28,
3861576,etero,28,S
3861578,etero,28,N
3861580,etero,28,V
3861589,etero,28,A
3861633,wagon,28,S
3861636,wagon,28,A
3861659,wagon,28,N
3861703,wagon,28,V
3861768,tutt,28,SW
3861771,tutt,28,A
3861783,tutt,28,S
3861789,Tudor,28,SP
3861833,Indice,28,SP
3861848,Demo,28,S
3861849,Demo,28,V
3861850,Demo,28,SP
3861856,Cassio,28,SP
3861863,Brain,28,SP
3862087,pizzo,28,S
3862169,Nikki,28,SP
3862365,Herzog,28,SP
3862378,Atto,28,SP
3862408,Astra,28,SP
3862536,Alma,28,SP
3862540,acuire,28,V
3862595,Zhou,28,SP
3862599,sudore,28,S
3862695,Sacchi,28,SP
3862702,Saba,28,SP
3862727,omnis,28,S
3862728,Nere,28,SP
3862729,mauro,28,
3862730,Uchiha,28,
3862731,spam,28,S
3862742,spam,28,PC
3862748,spam,28,SA
3862753,spam,28,B
3862764,spam,28,A
3862781,spam,28,V
3862788,router,28,S
3862829,Most,28,SP
